elapsed-r	errors-r	ops/sec(inst)-r	ops/sec(cum)-r	p50(ms)-r	p95(ms)-r	p99(ms)-r	pMax(ms)-r	elapsed-w	errors-w	ops/sec(inst)-w	ops/sec(cum)-w	p50(ms)-w	p95(ms)-w	p99(ms)-w	pMax(ms)-w
45.0	0.0	7753.1	5310.7	5.5	16.8	27.3	176.2	45.0	0.0	431.7	278.8	7.9	21.0	35.7	100.7
46.0	0.0	7850.8	5365.7	5.5	15.7	26.2	41.9	46.0	0.0	389.6	281.2	7.9	22.0	29.4	44.0
47.0	0.0	7859.9	5418.8	5.5	15.7	25.2	41.9	47.0	0.0	435.9	284.5	8.1	22.0	28.3	37.7
48.0	0.0	7814.6	5468.9	5.5	16.3	27.3	58.7	48.0	0.0	411.7	287.2	8.1	23.1	35.7	41.9
49.0	0.0	8114.8	5522.7	5.5	15.2	25.2	39.8	49.0	0.0	431.5	290.1	7.6	17.8	27.3	33.6
50.0	0.0	8180.8	5576.0	5.2	14.2	26.2	48.2	50.0	0.0	472.4	293.8	7.9	17.8	31.5	48.2
51.0	0.0	8062.7	5624.7	5.2	16.3	27.3	41.9	51.0	0.0	408.2	296.0	7.9	19.9	30.4	37.7
52.0	0.0	8214.7	5674.4	5.2	15.2	25.2	41.9	52.0	0.0	434.1	298.7	7.3	18.9	27.3	33.6
53.0	0.0	8024.1	5718.7	5.5	15.7	26.2	46.1	53.0	0.0	429.2	301.1	7.6	21.0	30.4	35.7
54.0	0.0	7834.1	5757.9	5.5	16.3	27.3	46.1	54.0	0.0	460.9	304.1	8.1	21.0	28.3	37.7
55.0	0.0	7521.3	5790.0	5.5	17.8	27.3	46.1	55.0	0.0	414.0	306.1	8.1	23.1	32.5	37.7
56.0	0.0	8213.9	5833.4	5.5	15.2	26.2	46.1	56.0	0.0	381.8	307.4	7.3	15.7	27.3	37.7
57.0	0.0	8092.3	5873.0	5.5	16.3	25.2	58.7	57.0	0.0	404.2	309.1	6.8	18.9	30.4	54.5
58.0	0.0	8340.4	5915.6	5.2	14.2	24.1	44.0	58.0	0.0	430.8	311.2	7.3	15.7	26.2	33.6
59.0	0.0	7955.6	5950.1	5.5	15.7	27.3	48.2	59.0	0.0	401.9	312.8	7.1	19.9	31.5	35.7
60.0	0.0	8053.2	5985.3	5.5	15.7	27.3	46.1	60.0	0.0	376.8	313.8	7.1	21.0	32.5	39.8
61.0	0.0	8241.1	6022.2	5.5	15.2	25.2	54.5	61.0	0.0	451.3	316.1	7.1	16.8	28.3	39.8
62.0	0.0	8039.5	6054.6	5.5	16.3	27.3	46.1	62.0	0.0	404.5	317.5	7.3	19.9	31.5	41.9
63.0	0.0	8018.9	6085.8	5.5	16.3	25.2	39.8	63.0	0.0	426.9	319.2	7.1	18.9	27.3	46.1
64.0	0.0	7688.1	6111.0	5.5	17.8	27.3	54.5	64.0	0.0	421.4	320.8	7.1	19.9	30.4	33.6
65.0	0.0	8291.0	6144.4	5.5	14.2	24.1	39.8	65.0	0.0	448.4	322.8	6.8	17.8	30.4	41.9
66.0	0.0	7444.1	6164.2	5.2	18.9	37.7	113.2	66.0	0.0	402.8	324.0	7.1	21.0	37.7	58.7
67.0	0.0	7975.9	6191.1	5.5	15.7	25.2	52.4	67.0	0.0	428.3	325.6	7.3	21.0	32.5	39.8
68.0	0.0	7940.2	6216.8	5.5	16.3	26.2	39.8	68.0	0.0	412.9	326.8	7.1	17.8	26.2	31.5
69.0	0.0	7608.8	6237.1	5.5	17.8	28.3	41.9	69.0	0.0	408.9	328.0	7.3	21.0	32.5	41.9
70.0	0.0	7724.9	6258.3	5.5	16.8	26.2	39.8	70.0	0.0	429.9	329.5	7.6	16.3	27.3	30.4
71.0	0.0	8000.4	6283.0	5.5	16.8	29.4	54.5	71.0	0.0	427.9	330.9	7.6	24.1	32.5	54.5
72.0	0.0	8168.8	6309.0	5.2	16.3	26.2	50.3	72.0	0.0	398.1	331.8	7.3	16.3	32.5	50.3
73.0	0.0	8107.6	6333.6	5.2	16.3	26.2	52.4	73.0	0.0	414.2	332.9	6.6	19.9	28.3	37.7
74.0	0.0	8022.3	6356.4	5.5	16.3	25.2	39.8	74.0	0.0	468.1	334.8	6.8	16.8	23.1	31.5
75.0	0.0	7814.7	6376.1	5.5	16.3	28.3	50.3	75.0	0.0	416.2	335.9	6.8	19.9	30.4	48.2
76.0	0.0	7803.4	6394.6	5.5	17.8	27.3	56.6	76.0	0.0	409.9	336.8	7.1	22.0	27.3	37.7
77.0	0.0	8209.5	6418.2	5.2	15.7	25.2	41.9	77.0	0.0	411.9	337.8	7.1	15.7	24.1	35.7
78.0	0.0	8187.0	6440.9	5.5	15.2	24.1	50.3	78.0	0.0	453.1	339.3	7.1	16.3	24.1	35.7
79.0	0.0	8170.4	6462.8	5.2	15.7	28.3	41.9	79.0	0.0	418.0	340.3	7.1	16.8	30.4	39.8
80.0	0.0	8244.3	6485.0	5.2	15.2	25.2	46.1	80.0	0.0	442.2	341.5	6.8	16.3	26.2	39.8
81.0	0.0	8796.2	6513.7	5.2	12.1	22.0	39.8	81.0	0.0	461.4	343.0	6.3	15.2	25.2	41.9
82.0	0.0	8111.4	6533.2	5.2	16.3	29.4	48.2	82.0	0.0	422.0	344.0	6.3	17.8	29.4	41.9
83.0	0.0	8393.0	6555.5	5.2	14.7	25.2	46.1	83.0	0.0	425.3	345.0	6.6	15.7	23.1	29.4
84.0	0.0	8129.0	6574.3	5.5	15.2	25.2	39.8	84.0	0.0	461.6	346.4	6.6	17.8	29.4	37.7
85.0	0.0	7905.3	6589.9	5.2	16.8	29.4	48.2	85.0	0.0	381.4	346.8	6.6	17.8	26.2	46.1
86.0	0.0	7761.0	6603.5	5.2	17.8	30.4	88.1	86.0	0.0	417.1	347.6	6.8	19.9	29.4	37.7
87.0	0.0	8253.7	6622.6	5.5	14.7	24.1	41.9	87.0	0.0	429.2	348.5	7.3	19.9	27.3	32.5
88.0	0.0	8254.1	6641.0	5.2	15.2	25.2	48.2	88.0	0.0	455.7	349.7	6.6	16.3	23.1	28.3
89.0	0.0	8836.7	6665.6	5.2	12.6	21.0	37.7	89.0	0.0	423.1	350.6	6.8	13.6	26.2	35.7
90.0	0.0	8299.9	6683.8	5.2	15.2	24.1	35.7	90.0	0.0	422.8	351.4	6.8	17.8	26.2	35.7
91.0	0.0	8118.5	6699.6	5.5	15.7	26.2	41.9	91.0	0.0	394.9	351.9	7.3	22.0	31.5	39.8
92.0	0.0	8201.0	6715.9	5.5	15.2	25.2	41.9	92.0	0.0	392.1	352.3	7.1	16.8	29.4	33.6
93.0	0.0	8083.7	6730.7	5.2	16.3	28.3	54.5	93.0	0.0	420.7	353.0	6.8	22.0	32.5	37.7
94.0	0.0	8183.0	6746.1	5.5	15.2	23.1	39.8	94.0	0.0	408.2	353.6	6.8	16.8	27.3	30.4
95.0	0.0	8156.6	6760.9	5.5	14.2	24.1	46.1	95.0	0.0	455.1	354.7	7.1	18.9	26.2	33.6
96.0	0.0	8218.4	6776.2	5.2	15.2	26.2	44.0	96.0	0.0	413.7	355.3	6.6	15.2	28.3	39.8
97.0	0.0	8183.3	6790.7	5.5	15.2	24.1	41.9	97.0	0.0	450.8	356.3	7.1	16.8	26.2	37.7
98.0	0.0	8063.4	6803.6	5.2	15.7	25.2	39.8	98.0	0.0	406.2	356.8	7.1	21.0	31.5	32.5
99.0	0.0	8133.2	6817.0	5.2	16.8	25.2	41.9	99.0	0.0	433.8	357.6	6.8	17.8	29.4	44.0
100.0	0.0	8261.5	6831.5	5.2	15.2	24.1	35.7	100.0	0.0	433.2	358.3	6.6	17.8	24.1	26.2
101.0	0.0	8154.5	6844.7	5.5	15.7	25.2	44.0	101.0	0.0	399.6	358.7	7.1	18.9	30.4	44.0
102.0	0.0	8386.6	6859.8	5.2	14.7	24.1	44.0	102.0	0.0	425.1	359.4	6.8	15.7	23.1	31.5
103.0	0.0	8451.1	6875.3	5.2	14.2	26.2	62.9	103.0	0.0	422.0	360.0	6.8	16.8	29.4	52.4
104.0	0.0	8603.7	6891.7	5.2	13.1	23.1	46.1	104.0	0.0	434.7	360.7	6.8	15.7	27.3	35.7
105.0	0.0	7748.3	6899.9	5.5	16.3	28.3	46.1	105.0	0.0	427.9	361.4	6.6	17.8	32.5	46.1
106.0	0.0	8179.9	6912.0	5.5	14.7	24.1	41.9	106.0	0.0	454.8	362.2	6.8	16.8	24.1	31.5
107.0	0.0	8026.6	6922.4	5.5	16.3	25.2	48.2	107.0	0.0	396.1	362.6	6.8	15.7	24.1	31.5
108.0	0.0	7997.3	6932.4	5.5	16.3	28.3	58.7	108.0	0.0	416.0	363.0	6.6	17.8	26.2	30.4
109.0	0.0	8138.8	6943.5	5.5	15.2	23.1	41.9	109.0	0.0	466.6	364.0	6.6	18.9	29.4	35.7
110.0	0.0	8317.0	6955.9	5.2	15.2	24.1	44.0	110.0	0.0	413.4	364.4	7.1	17.8	30.4	33.6
111.0	0.0	8093.7	6966.2	5.5	15.2	26.2	44.0	111.0	0.0	416.9	364.9	7.1	16.3	27.3	39.8
112.0	0.0	8444.0	6979.3	5.5	14.2	24.1	41.9	112.0	0.0	444.1	365.6	6.6	14.7	27.3	37.7
113.0	0.0	8086.6	6989.2	5.5	15.2	26.2	58.7	113.0	0.0	465.8	366.5	6.8	18.9	33.6	41.9
114.0	0.0	8308.4	7000.7	5.2	15.2	26.2	44.0	114.0	0.0	439.2	367.1	7.1	16.3	24.1	37.7
115.0	0.0	7679.7	7006.6	5.5	16.8	27.3	50.3	115.0	0.0	427.1	367.7	7.3	19.9	37.7	41.9
116.0	0.0	7989.4	7015.2	5.5	15.7	27.3	41.9	116.0	0.0	435.2	368.3	7.1	16.8	26.2	35.7
117.0	0.0	7953.6	7023.2	5.5	15.2	28.3	44.0	117.0	0.0	442.4	368.9	6.8	17.8	28.3	37.7
118.0	0.0	8306.1	7034.0	5.5	14.7	24.1	46.1	118.0	0.0	393.2	369.1	7.1	18.9	26.2	39.8
119.0	0.0	8258.1	7044.3	5.2	15.2	24.1	39.8	119.0	0.0	422.7	369.5	6.8	18.9	28.3	35.7
120.0	0.0	7780.8	7050.5	5.5	16.3	27.3	44.0	120.0	0.0	429.8	370.0	7.1	21.0	30.4	35.7
121.0	0.0	8398.0	7061.6	5.5	14.2	24.1	41.9	121.0	0.0	439.4	370.6	6.8	15.7	26.2	35.7
122.0	0.0	8185.0	7070.8	5.5	14.2	26.2	41.9	122.0	0.0	467.9	371.4	7.1	18.9	30.4	41.9
123.0	0.0	8216.5	7080.1	5.5	14.7	24.1	41.9	123.0	0.0	443.5	372.0	6.8	16.8	21.0	28.3
124.0	0.0	8222.0	7089.3	5.2	15.7	25.2	41.9	124.0	0.0	402.8	372.2	6.8	19.9	24.1	31.5
125.0	0.0	8020.1	7096.7	5.5	15.7	26.2	46.1	125.0	0.0	433.1	372.7	7.1	18.9	28.3	31.5
126.0	0.0	7808.7	7102.4	5.5	17.8	29.4	39.8	126.0	0.0	414.8	373.1	6.8	19.9	35.7	37.7
127.0	0.0	8251.1	7111.4	5.2	14.7	26.2	60.8	127.0	0.0	434.0	373.6	6.8	16.8	25.2	30.4
128.0	0.0	8525.7	7122.6	5.2	13.6	23.1	48.2	128.0	0.0	440.2	374.1	6.8	15.2	30.4	35.7
129.0	0.0	8115.0	7130.2	5.2	15.7	28.3	60.8	129.0	0.0	417.9	374.4	7.3	22.0	39.8	65.0
130.0	0.0	8385.9	7140.0	5.5	14.2	23.1	37.7	130.0	0.0	434.9	374.9	6.8	17.8	25.2	29.4
131.0	0.0	8213.7	7148.0	5.5	15.2	25.2	46.1	131.0	0.0	422.1	375.2	6.8	17.8	27.3	39.8
132.0	0.0	7993.8	7154.5	5.5	15.2	27.3	56.6	132.0	0.0	414.9	375.5	7.1	22.0	32.5	41.9
133.0	0.0	8112.1	7161.7	5.5	15.2	27.3	52.4	133.0	0.0	451.8	376.1	7.1	18.9	31.5	58.7
134.0	0.0	8461.0	7171.4	5.2	14.2	25.2	48.2	134.0	0.0	451.1	376.7	6.3	17.8	28.3	41.9
135.0	0.0	7875.4	7176.6	5.5	16.3	28.3	48.2	135.0	0.0	420.1	377.0	7.1	18.9	32.5	50.3
136.0	0.0	8180.2	7183.9	5.5	15.2	27.3	46.1	136.0	0.0	449.9	377.5	7.1	18.9	31.5	37.7
137.0	0.0	7999.4	7189.9	5.5	15.7	26.2	41.9	137.0	0.0	440.9	378.0	6.8	16.8	27.3	41.9
138.0	0.0	8027.3	7196.0	5.5	15.7	28.3	52.4	138.0	0.0	425.2	378.3	7.1	21.0	32.5	46.1
139.0	0.0	7902.1	7201.0	5.5	16.3	28.3	52.4	139.0	0.0	463.1	378.9	7.1	16.8	25.2	35.7
140.0	0.0	7996.9	7206.7	5.5	16.3	26.2	41.9	140.0	0.0	426.8	379.3	6.0	16.8	30.4	31.5
141.0	0.0	7889.2	7211.6	5.5	16.3	28.3	71.3	141.0	0.0	393.2	379.4	7.3	21.0	33.6	39.8
142.0	0.0	8412.4	7220.0	5.2	14.2	26.2	56.6	142.0	0.0	418.8	379.7	7.1	16.3	37.7	56.6
143.0	0.0	7996.1	7225.5	5.5	16.3	25.2	50.3	143.0	0.0	418.4	379.9	6.8	15.2	23.1	35.7
144.0	0.0	8408.6	7233.7	5.5	14.2	23.1	50.3	144.0	0.0	470.7	380.6	7.1	15.2	27.3	48.2
145.0	0.0	8370.1	7241.5	5.2	14.7	24.1	62.9	145.0	0.0	468.0	381.2	6.8	16.8	29.4	37.7
146.0	0.0	8734.9	7251.7	5.5	11.5	19.9	46.1	146.0	0.0	439.0	381.6	6.8	15.7	29.4	33.6
147.0	0.0	8314.5	7259.0	5.2	14.7	24.1	48.2	147.0	0.0	418.0	381.8	7.1	19.9	31.5	39.8
148.0	0.0	7733.5	7262.2	5.5	16.8	31.5	65.0	148.0	0.0	405.8	382.0	7.3	18.9	33.6	39.8
149.0	0.0	8207.3	7268.5	5.5	14.2	23.1	41.9	149.0	0.0	450.3	382.4	7.6	16.3	24.1	32.5
150.0	0.0	8068.0	7273.8	5.5	15.7	25.2	39.8	150.0	0.0	461.0	383.0	6.8	16.8	28.3	37.7
151.0	0.0	7965.4	7278.4	5.5	15.2	27.3	60.8	151.0	0.0	448.7	383.4	6.6	17.8	26.2	37.7
152.0	0.0	7816.7	7282.0	5.5	16.3	28.3	56.6	152.0	0.0	400.9	383.5	7.3	18.9	29.4	37.7
153.0	0.0	8163.1	7287.7	5.2	15.7	26.2	65.0	153.0	0.0	388.4	383.5	6.3	19.9	24.1	52.4
154.0	0.0	7711.7	7290.5	5.5	16.8	35.7	96.5	154.0	0.0	414.8	383.7	6.6	21.0	39.8	56.6
155.0	0.0	8171.4	7296.1	5.5	14.7	24.1	44.0	155.0	0.0	401.2	383.9	7.3	17.8	31.5	39.8
156.0	0.0	8196.8	7301.9	5.5	14.7	25.2	41.9	156.0	0.0	420.8	384.1	7.3	22.0	30.4	32.5
157.0	0.0	8052.3	7306.7	5.5	15.7	26.2	48.2	157.0	0.0	410.0	384.3	7.3	18.9	30.4	41.9
158.0	0.0	8197.9	7312.4	5.5	15.2	24.1	48.2	158.0	0.0	415.1	384.4	6.8	16.8	23.1	35.7
159.0	0.0	7777.6	7315.3	5.5	16.3	25.2	46.1	159.0	0.0	403.1	384.6	6.8	17.8	24.1	29.4
160.0	0.0	8058.1	7319.9	5.5	15.7	26.2	41.9	160.0	0.0	425.1	384.8	7.1	16.3	27.3	39.8
161.0	0.0	8224.8	7325.5	5.5	14.7	24.1	41.9	161.0	0.0	443.9	385.2	7.1	17.8	27.3	41.9
162.0	0.0	8333.8	7331.8	5.5	13.6	24.1	37.7	162.0	0.0	465.8	385.7	7.1	16.8	23.1	37.7
163.0	0.0	8159.4	7336.8	5.5	15.2	27.3	54.5	163.0	0.0	416.9	385.9	6.8	16.3	29.4	37.7
164.0	0.0	7920.3	7340.4	5.5	16.8	26.2	41.9	164.0	0.0	406.3	386.0	7.1	22.0	30.4	37.7
165.0	0.0	8090.9	7345.0	5.5	15.2	26.2	39.8	165.0	0.0	479.8	386.6	6.8	21.0	29.4	37.7
166.0	0.0	7907.4	7348.4	5.5	15.7	27.3	48.2	166.0	0.0	488.8	387.2	6.8	17.8	28.3	37.7
167.0	0.0	8126.1	7353.0	5.5	15.2	25.2	46.1	167.0	0.0	414.7	387.4	7.1	19.9	28.3	41.9
168.0	0.0	7813.5	7355.7	5.5	16.8	26.2	50.3	168.0	0.0	417.6	387.5	7.1	17.8	28.3	35.7
169.0	0.0	8738.3	7363.9	5.2	13.1	24.1	41.9	169.0	0.0	440.9	387.8	7.1	16.8	29.4	33.6
170.0	0.0	8185.9	7368.8	5.2	15.7	25.2	71.3	170.0	0.0	463.6	388.3	6.8	21.0	26.2	39.8
171.0	0.0	8270.3	7374.0	5.5	15.2	24.1	39.8	171.0	0.0	410.4	388.4	6.8	17.8	25.2	30.4
172.0	0.0	7923.2	7377.2	5.5	16.3	28.3	88.1	172.0	0.0	371.1	388.3	7.1	17.8	27.3	32.5
173.0	0.0	7770.0	7379.5	5.5	16.3	29.4	71.3	173.0	0.0	450.8	388.7	6.6	18.9	24.1	32.5
174.0	0.0	7989.9	7383.0	5.5	14.7	25.2	50.3	174.0	0.0	434.9	388.9	6.8	18.9	31.5	39.8
175.0	0.0	7866.9	7385.8	5.5	16.3	28.3	50.3	175.0	0.0	415.9	389.1	7.3	19.9	30.4	41.9
176.0	0.0	8603.8	7392.7	5.5	13.1	21.0	44.0	176.0	0.0	450.7	389.5	7.1	15.2	21.0	33.6
177.0	0.0	8426.5	7398.5	5.5	13.6	24.1	48.2	177.0	0.0	457.5	389.8	6.8	17.8	31.5	50.3
178.0	0.0	7953.2	7401.7	5.5	15.7	27.3	48.2	178.0	0.0	423.5	390.0	6.8	18.9	30.4	44.0
179.0	0.0	8300.0	7406.6	5.5	14.7	22.0	33.6	179.0	0.0	456.8	390.4	7.3	17.8	23.1	29.4
180.0	0.0	8347.9	7411.9	5.5	14.2	24.1	41.9	180.0	0.0	438.8	390.7	6.8	14.7	25.2	29.4
181.0	0.0	8374.4	7417.2	5.2	15.2	23.1	39.8	181.0	0.0	394.5	390.7	6.6	15.2	23.1	28.3
182.0	0.0	8216.9	7421.6	5.5	14.7	23.1	44.0	182.0	0.0	432.1	390.9	7.3	17.8	26.2	31.5
183.0	0.0	8236.9	7426.1	5.5	14.7	23.1	39.8	183.0	0.0	423.2	391.1	6.8	15.7	23.1	27.3
184.0	0.0	8252.3	7430.5	5.5	15.2	25.2	39.8	184.0	0.0	405.3	391.2	6.8	17.8	31.5	37.7
185.0	0.0	8278.9	7435.2	5.5	14.7	25.2	54.5	185.0	0.0	429.6	391.4	6.6	17.8	35.7	44.0
186.0	0.0	8046.9	7438.4	5.5	15.7	26.2	44.0	186.0	0.0	446.3	391.7	7.3	18.9	26.2	33.6
187.0	0.0	7844.6	7440.6	5.5	17.8	29.4	48.2	187.0	0.0	393.1	391.7	7.1	22.0	37.7	41.9
188.0	0.0	8235.2	7444.8	5.5	14.7	24.1	39.8	188.0	0.0	422.9	391.8	7.1	16.8	29.4	39.8
189.0	0.0	8229.7	7449.0	5.2	15.2	24.1	37.7	189.0	0.0	459.0	392.2	7.1	18.9	31.5	37.7
190.0	0.0	8175.2	7452.8	5.5	14.2	23.1	39.8	190.0	0.0	432.0	392.4	7.3	18.9	24.1	33.6
191.0	0.0	8143.1	7456.4	5.5	15.7	25.2	41.9	191.0	0.0	425.1	392.6	7.1	23.1	30.4	33.6
192.0	0.0	8384.7	7461.2	5.5	14.2	24.1	46.1	192.0	0.0	448.9	392.9	6.8	17.8	29.4	37.7
193.0	0.0	8423.4	7466.2	5.2	14.7	23.1	52.4	193.0	0.0	433.1	393.1	6.8	15.2	22.0	37.7
194.0	0.0	7959.3	7468.8	5.5	16.3	26.2	46.1	194.0	0.0	438.1	393.3	6.8	18.9	33.6	39.8
195.0	0.0	8240.1	7472.7	5.5	14.7	24.1	50.3	195.0	0.0	442.0	393.6	7.1	16.8	28.3	37.7
196.0	0.0	8039.7	7475.6	5.5	15.7	25.2	50.3	196.0	0.0	429.8	393.7	7.3	17.8	26.2	39.8
197.0	0.0	7933.6	7477.9	5.5	15.2	27.3	58.7	197.0	0.0	419.8	393.9	6.6	16.8	26.2	39.8
198.0	0.0	8693.4	7484.2	5.2	13.1	23.1	44.0	198.0	0.0	426.6	394.1	6.8	16.3	31.5	50.3
199.0	0.0	7927.0	7486.3	5.5	15.7	28.3	48.2	199.0	0.0	467.4	394.4	7.1	18.9	29.4	48.2
200.0	0.0	8265.9	7490.2	5.5	14.7	24.1	41.9	200.0	0.0	451.5	394.7	6.6	16.3	24.1	44.0
201.0	0.0	8078.8	7493.1	5.5	15.7	25.2	39.8	201.0	0.0	410.7	394.8	7.1	14.7	23.1	35.7
202.0	0.0	8260.0	7496.9	5.2	15.2	26.2	41.9	202.0	0.0	433.3	395.0	6.8	18.9	25.2	28.3
203.0	0.0	8471.0	7501.8	5.2	13.6	23.1	39.8	203.0	0.0	432.2	395.2	7.1	17.8	27.3	35.7
204.0	0.0	8105.2	7504.7	5.5	15.7	26.2	41.9	204.0	0.0	403.2	395.2	6.8	18.9	25.2	33.6
205.0	0.0	8147.0	7507.9	5.5	15.2	26.2	56.6	205.0	0.0	434.8	395.4	6.8	18.9	30.4	41.9
206.0	0.0	8562.1	7512.9	5.5	12.6	24.1	46.1	206.0	0.0	461.9	395.7	7.1	15.7	26.2	35.7
207.0	0.0	7785.6	7514.3	5.2	16.8	31.5	92.3	207.0	0.0	436.4	395.9	6.8	21.0	39.8	65.0
