elapsed-r	errors-r	ops/sec(inst)-r	ops/sec(cum)-r	p50(ms)-r	p95(ms)-r	p99(ms)-r	pMax(ms)-r	elapsed-w	errors-w	ops/sec(inst)-w	ops/sec(cum)-w	p50(ms)-w	p95(ms)-w	p99(ms)-w	pMax(ms)-w
46.0	0.0	8059.3	5361.8	5.5	15.7	25.2	39.8	46.0	0.0	372.0	279.3	7.9	22.0	31.5	46.1
47.0	0.0	7988.2	5418.0	5.2	15.7	25.2	44.0	47.0	0.0	430.3	282.5	7.9	18.9	25.2	41.9
48.0	0.0	7910.6	5469.6	5.5	16.3	27.3	71.3	48.0	0.0	432.8	285.6	7.9	22.0	30.4	37.7
49.0	0.0	8225.9	5525.8	5.2	14.2	25.2	48.2	49.0	0.0	471.1	289.4	7.9	19.9	30.4	39.8
50.0	0.0	8229.6	5580.0	5.2	14.2	26.2	41.9	50.0	0.0	463.8	292.9	7.9	18.9	41.9	50.3
51.0	0.0	8118.1	5629.7	5.2	15.7	26.2	39.8	51.0	0.0	430.2	295.6	7.6	19.9	31.5	46.1
52.0	0.0	8130.0	5677.8	5.2	15.7	25.2	44.0	52.0	0.0	402.0	297.6	7.9	17.8	30.4	33.6
53.0	0.0	8084.5	5723.3	5.2	15.7	25.2	44.0	53.0	0.0	443.5	300.4	7.6	21.0	31.5	33.6
54.0	0.0	7922.2	5764.0	5.5	16.3	26.2	46.1	54.0	0.0	413.2	302.5	7.9	25.2	33.6	46.1
55.0	0.0	7506.5	5795.6	5.5	17.8	29.4	65.0	55.0	0.0	404.2	304.3	7.9	24.1	35.7	37.7
56.0	0.0	8146.3	5837.7	5.2	15.2	26.2	62.9	56.0	0.0	436.7	306.7	7.3	22.0	37.7	54.5
57.0	0.0	7953.4	5874.8	5.2	16.3	27.3	41.9	57.0	0.0	428.6	308.8	7.6	18.9	32.5	35.7
58.0	0.0	8116.6	5913.4	5.5	15.2	24.1	39.8	58.0	0.0	417.6	310.7	7.6	19.9	30.4	41.9
59.0	0.0	8201.0	5952.1	5.5	15.2	25.2	48.2	59.0	0.0	428.9	312.7	7.3	18.9	28.3	31.5
60.0	0.0	8203.7	5989.9	5.5	15.2	26.2	46.1	60.0	0.0	382.3	313.9	6.8	21.0	33.6	39.8
61.0	0.0	8246.3	6026.8	5.2	15.2	26.2	54.5	61.0	0.0	424.4	315.7	6.8	17.8	35.7	54.5
62.0	0.0	8028.0	6059.0	5.5	15.7	26.2	56.6	62.0	0.0	429.1	317.5	7.1	21.0	31.5	39.8
63.0	0.0	8199.9	6093.0	5.5	15.7	24.1	46.1	63.0	0.0	417.0	319.1	7.3	16.8	29.4	41.9
64.0	0.0	7782.7	6119.3	5.5	16.8	26.2	44.0	64.0	0.0	450.2	321.1	7.1	23.1	31.5	44.0
65.0	0.0	8130.2	6150.3	5.5	15.2	27.3	41.9	65.0	0.0	414.0	322.6	7.1	16.3	28.3	33.6
66.0	0.0	7408.5	6169.3	5.5	18.9	39.8	104.9	66.0	0.0	397.1	323.7	7.3	25.2	39.8	52.4
67.0	0.0	8152.6	6199.0	5.5	15.2	25.2	44.0	67.0	0.0	407.8	324.9	7.3	21.0	33.6	44.0
68.0	0.0	8028.2	6225.8	5.5	16.3	27.3	41.9	68.0	0.0	406.3	326.1	7.3	21.0	30.4	35.7
69.0	0.0	7573.6	6245.3	5.5	18.9	28.3	41.9	69.0	0.0	432.8	327.7	6.6	19.9	35.7	44.0
70.0	0.0	8016.8	6270.7	5.5	15.2	25.2	39.8	70.0	0.0	416.0	328.9	7.1	18.9	29.4	33.6
71.0	0.0	7932.0	6294.1	5.5	17.8	29.4	50.3	71.0	0.0	441.0	330.5	7.1	18.9	30.4	46.1
72.0	0.0	8082.1	6319.0	5.2	15.7	26.2	46.1	72.0	0.0	446.5	332.1	7.1	19.9	33.6	37.7
73.0	0.0	8167.4	6344.2	5.2	15.7	25.2	44.0	73.0	0.0	436.5	333.6	7.3	16.8	27.3	33.6
74.0	0.0	8281.1	6370.4	5.2	15.2	24.1	39.8	74.0	0.0	451.9	335.2	6.8	17.8	25.2	44.0
75.0	0.0	7861.3	6390.3	5.5	16.3	28.3	52.4	75.0	0.0	414.0	336.2	6.3	22.0	33.6	41.9
76.0	0.0	7961.4	6411.0	5.5	16.3	26.2	58.7	76.0	0.0	409.1	337.2	6.8	25.2	37.7	41.9
77.0	0.0	8227.5	6434.6	5.2	15.7	26.2	41.9	77.0	0.0	430.7	338.4	6.8	17.8	28.3	31.5
78.0	0.0	8139.4	6456.4	5.5	15.2	24.1	41.9	78.0	0.0	463.6	340.0	7.3	18.9	30.4	37.7
79.0	0.0	7938.7	6475.2	5.2	17.8	29.4	46.1	79.0	0.0	443.9	341.3	6.6	21.0	29.4	37.7
80.0	0.0	8321.7	6498.3	5.2	15.2	26.2	44.0	80.0	0.0	394.6	342.0	7.1	19.9	33.6	41.9
81.0	0.0	8840.2	6527.1	5.2	12.6	22.0	46.1	81.0	0.0	441.5	343.2	7.1	15.2	23.1	30.4
82.0	0.0	7926.5	6544.3	5.2	17.8	30.4	52.4	82.0	0.0	440.4	344.4	7.1	16.3	32.5	39.8
83.0	0.0	8462.6	6567.3	5.2	14.2	23.1	39.8	83.0	0.0	396.4	345.0	6.8	15.7	25.2	30.4
84.0	0.0	8241.4	6587.2	5.5	14.7	24.1	41.9	84.0	0.0	433.2	346.1	7.1	19.9	29.4	41.9
85.0	0.0	7794.4	6601.4	5.5	17.8	29.4	54.5	85.0	0.0	412.1	346.8	6.8	18.9	32.5	41.9
86.0	0.0	7776.6	6615.3	5.2	16.8	32.5	104.9	86.0	0.0	390.2	347.3	6.8	18.9	27.3	30.4
87.0	0.0	8212.8	6633.5	5.5	14.7	24.1	37.7	87.0	0.0	434.9	348.3	6.8	18.9	31.5	39.8
88.0	0.0	8346.1	6652.9	5.2	15.2	24.1	44.0	88.0	0.0	429.9	349.3	6.8	15.2	25.2	37.7
89.0	0.0	8630.9	6675.1	5.2	12.6	23.1	37.7	89.0	0.0	456.1	350.5	7.1	16.3	25.2	35.7
90.0	0.0	8341.8	6693.7	5.2	15.2	24.1	41.9	90.0	0.0	436.0	351.4	7.3	21.0	30.4	32.5
91.0	0.0	8311.0	6711.5	5.2	15.2	25.2	41.9	91.0	0.0	438.9	352.4	6.8	18.9	26.2	39.8
92.0	0.0	8259.3	6728.3	5.2	14.7	24.1	35.7	92.0	0.0	441.9	353.4	6.3	17.8	25.2	31.5
93.0	0.0	8054.6	6742.5	5.5	15.7	26.2	54.5	93.0	0.0	437.3	354.3	7.6	21.0	28.3	35.7
94.0	0.0	8310.1	6759.3	5.2	15.2	23.1	39.8	94.0	0.0	458.5	355.4	7.1	16.3	28.3	35.7
95.0	0.0	8176.4	6774.1	5.5	14.2	23.1	44.0	95.0	0.0	418.4	356.0	7.6	17.8	28.3	37.7
96.0	0.0	8160.0	6788.6	5.2	15.7	26.2	48.2	96.0	0.0	437.9	356.9	6.8	19.9	30.4	44.0
97.0	0.0	8248.6	6803.6	5.5	15.2	24.1	44.0	97.0	0.0	430.9	357.6	6.8	19.9	27.3	32.5
98.0	0.0	8196.4	6817.8	5.2	14.7	23.1	39.8	98.0	0.0	441.0	358.5	7.1	18.9	29.4	35.7
99.0	0.0	8124.2	6831.1	5.2	16.3	26.2	46.1	99.0	0.0	429.7	359.2	6.3	17.8	29.4	33.6
100.0	0.0	8219.6	6844.9	5.5	15.2	24.1	58.7	100.0	0.0	416.3	359.8	6.8	19.9	25.2	32.5
101.0	0.0	8233.9	6858.7	5.2	15.7	26.2	39.8	101.0	0.0	422.9	360.4	6.8	16.3	31.5	46.1
102.0	0.0	8258.0	6872.4	5.2	15.2	25.2	44.0	102.0	0.0	420.9	361.0	7.1	18.9	27.3	32.5
103.0	0.0	8465.3	6887.8	5.2	14.2	26.2	48.2	103.0	0.0	427.3	361.7	7.1	15.2	23.1	52.4
104.0	0.0	8750.0	6905.8	5.2	12.6	23.1	44.0	104.0	0.0	468.4	362.7	6.8	14.2	28.3	39.8
105.0	0.0	7754.8	6913.9	5.5	16.3	27.3	58.7	105.0	0.0	448.1	363.5	7.1	19.9	31.5	37.7
106.0	0.0	8389.9	6927.7	5.5	14.7	23.1	35.7	106.0	0.0	429.6	364.1	6.6	16.8	25.2	29.4
107.0	0.0	8205.1	6939.8	5.2	15.2	26.2	54.5	107.0	0.0	418.2	364.6	7.1	18.9	29.4	31.5
108.0	0.0	7945.8	6949.1	5.5	17.8	27.3	71.3	108.0	0.0	403.4	365.0	7.1	22.0	32.5	37.7
109.0	0.0	8389.8	6962.3	5.2	14.7	23.1	39.8	109.0	0.0	412.8	365.4	7.1	18.9	26.2	33.6
110.0	0.0	8228.7	6973.8	5.2	15.2	25.2	41.9	110.0	0.0	445.1	366.1	7.1	19.9	29.4	37.7
111.0	0.0	8033.6	6983.3	5.5	15.2	25.2	41.9	111.0	0.0	467.1	367.1	6.8	16.3	28.3	39.8
112.0	0.0	8640.4	6998.1	5.2	13.6	22.0	44.0	112.0	0.0	437.1	367.7	6.8	15.7	26.2	54.5
113.0	0.0	8264.8	7009.4	5.2	15.2	27.3	46.1	113.0	0.0	391.6	367.9	7.1	17.8	26.2	37.7
114.0	0.0	8184.7	7019.6	5.5	15.2	25.2	46.1	114.0	0.0	418.2	368.3	6.6	18.9	28.3	37.7
115.0	0.0	7653.7	7025.1	5.5	16.8	25.2	52.4	115.0	0.0	442.4	369.0	7.1	24.1	35.7	37.7
116.0	0.0	8103.8	7034.4	5.5	15.7	26.2	44.0	116.0	0.0	417.0	369.4	7.1	18.9	29.4	39.8
117.0	0.0	8042.0	7043.0	5.5	15.2	27.3	48.2	117.0	0.0	452.1	370.1	6.6	15.7	28.3	39.8
118.0	0.0	8397.9	7054.5	5.2	14.7	23.1	39.8	118.0	0.0	439.9	370.7	7.1	16.3	23.1	33.6
119.0	0.0	8155.7	7063.8	5.2	15.2	25.2	48.2	119.0	0.0	440.5	371.3	6.6	21.0	27.3	39.8
120.0	0.0	8133.6	7072.7	5.5	15.7	26.2	60.8	120.0	0.0	409.4	371.6	6.6	17.8	28.3	39.8
121.0	0.0	8499.5	7084.5	5.2	14.2	23.1	44.0	121.0	0.0	459.0	372.3	6.8	14.2	29.4	39.8
122.0	0.0	8321.2	7094.6	5.2	14.2	27.3	41.9	122.0	0.0	457.2	373.0	6.6	14.7	27.3	35.7
123.0	0.0	8363.4	7105.0	5.2	14.7	23.1	39.8	123.0	0.0	445.7	373.6	7.1	16.8	23.1	30.4
124.0	0.0	8191.7	7113.9	5.2	15.7	25.2	46.1	124.0	0.0	430.9	374.1	7.1	17.8	26.2	31.5
125.0	0.0	8199.0	7122.4	5.5	15.2	26.2	46.1	125.0	0.0	402.2	374.3	7.3	17.8	29.4	37.7
126.0	0.0	7897.8	7128.6	5.5	16.3	29.4	41.9	126.0	0.0	415.8	374.6	7.1	25.2	33.6	37.7
127.0	0.0	8228.5	7137.2	5.2	15.2	25.2	54.5	127.0	0.0	486.8	375.5	6.8	19.9	30.4	37.7
128.0	0.0	8611.2	7148.7	5.2	13.1	23.1	44.0	128.0	0.0	437.6	376.0	7.1	14.7	29.4	37.7
129.0	0.0	8151.6	7156.5	5.2	15.7	27.3	48.2	129.0	0.0	426.9	376.4	6.6	23.1	32.5	48.2
130.0	0.0	8229.4	7164.7	5.5	14.7	23.1	37.7	130.0	0.0	444.7	376.9	6.8	16.3	23.1	33.6
131.0	0.0	7966.0	7170.9	5.5	16.3	26.2	54.5	131.0	0.0	414.8	377.2	7.1	23.1	35.7	44.0
132.0	0.0	8134.9	7178.2	5.2	15.2	27.3	50.3	132.0	0.0	428.0	377.6	6.8	18.9	29.4	44.0
133.0	0.0	8238.1	7186.1	5.2	15.2	27.3	62.9	133.0	0.0	435.3	378.0	6.6	18.9	35.7	41.9
134.0	0.0	8548.1	7196.4	5.2	14.2	25.2	48.2	134.0	0.0	406.3	378.2	7.1	18.9	29.4	39.8
135.0	0.0	8055.3	7202.7	5.2	16.3	26.2	52.4	135.0	0.0	418.7	378.5	6.6	17.8	32.5	56.6
136.0	0.0	8168.1	7209.8	5.2	15.7	26.2	39.8	136.0	0.0	429.9	378.9	7.3	16.8	29.4	35.7
137.0	0.0	8299.4	7217.7	5.2	14.7	25.2	39.8	137.0	0.0	443.1	379.4	6.6	17.8	28.3	41.9
138.0	0.0	8158.1	7224.5	5.5	15.2	26.2	52.4	138.0	0.0	417.0	379.6	7.1	19.9	30.4	37.7
139.0	0.0	8001.5	7230.1	5.5	16.3	27.3	52.4	139.0	0.0	420.9	379.9	6.8	16.8	22.0	37.7
140.0	0.0	8054.4	7236.0	5.5	15.7	27.3	39.8	140.0	0.0	418.9	380.2	6.8	18.9	29.4	35.7
141.0	0.0	7887.5	7240.7	5.5	16.3	27.3	58.7	141.0	0.0	446.7	380.7	6.8	21.0	35.7	50.3
142.0	0.0	8418.3	7248.9	5.2	14.2	27.3	50.3	142.0	0.0	435.4	381.1	6.3	14.2	27.3	46.1
143.0	0.0	8214.7	7255.7	5.2	15.7	24.1	35.7	143.0	0.0	389.0	381.1	7.3	18.9	26.2	33.6
144.0	0.0	8384.5	7263.5	5.5	14.2	25.2	54.5	144.0	0.0	440.8	381.5	7.3	21.0	33.6	39.8
145.0	0.0	8509.2	7272.2	5.2	13.6	23.1	37.7	145.0	0.0	441.7	382.0	6.8	17.8	27.3	37.7
146.0	0.0	8800.3	7282.6	5.2	12.1	21.0	37.7	146.0	0.0	471.7	382.6	6.8	14.2	22.0	32.5
147.0	0.0	8290.8	7289.4	5.2	15.2	24.1	46.1	147.0	0.0	406.0	382.7	6.3	15.2	25.2	44.0
148.0	0.0	7824.1	7293.0	5.2	16.8	31.5	62.9	148.0	0.0	429.9	383.1	6.6	18.9	31.5	41.9
149.0	0.0	8363.8	7300.2	5.5	13.6	23.1	41.9	149.0	0.0	443.2	383.5	7.1	16.3	26.2	29.4
150.0	0.0	8355.8	7307.3	5.5	14.7	25.2	44.0	150.0	0.0	399.8	383.6	6.8	16.8	32.5	37.7
151.0	0.0	8036.8	7312.1	5.5	16.3	27.3	67.1	151.0	0.0	416.8	383.8	6.8	17.8	29.4	41.9
152.0	0.0	7867.1	7315.7	5.5	16.8	27.3	60.8	152.0	0.0	445.3	384.2	6.8	16.3	24.1	27.3
153.0	0.0	8054.1	7320.6	5.2	15.7	26.2	71.3	153.0	0.0	420.7	384.4	6.8	19.9	29.4	41.9
154.0	0.0	7822.2	7323.9	5.5	16.3	33.6	100.7	154.0	0.0	384.9	384.4	7.1	21.0	37.7	52.4
155.0	0.0	8190.0	7329.4	5.5	14.2	25.2	46.1	155.0	0.0	444.1	384.8	6.8	15.2	27.3	41.9
156.0	0.0	8232.4	7335.2	5.2	15.2	26.2	46.1	156.0	0.0	415.4	385.0	7.3	18.9	27.3	32.5
157.0	0.0	8078.4	7340.0	5.5	15.2	27.3	48.2	157.0	0.0	435.2	385.3	6.8	16.8	26.2	27.3
158.0	0.0	8198.4	7345.4	5.2	15.2	24.1	54.5	158.0	0.0	421.7	385.6	6.8	18.9	24.1	27.3
159.0	0.0	7910.8	7348.9	5.5	16.3	25.2	44.0	159.0	0.0	409.9	385.7	6.8	16.8	27.3	44.0
160.0	0.0	8097.8	7353.6	5.5	15.2	26.2	44.0	160.0	0.0	435.8	386.0	7.1	19.9	31.5	48.2
161.0	0.0	8254.2	7359.2	5.5	14.7	24.1	50.3	161.0	0.0	443.9	386.4	7.1	16.3	28.3	32.5
162.0	0.0	8455.4	7366.0	5.2	13.6	24.1	41.9	162.0	0.0	449.2	386.8	7.1	15.2	30.4	33.6
163.0	0.0	8176.2	7370.9	5.2	15.2	28.3	48.2	163.0	0.0	414.2	386.9	7.3	21.0	37.7	54.5
164.0	0.0	7934.4	7374.4	5.5	16.8	28.3	44.0	164.0	0.0	411.9	387.1	7.1	19.9	28.3	33.6
165.0	0.0	8014.7	7378.3	5.5	15.7	26.2	44.0	165.0	0.0	432.2	387.4	7.1	18.9	28.3	41.9
166.0	0.0	7930.4	7381.6	5.5	16.3	28.3	46.1	166.0	0.0	409.7	387.5	6.6	17.8	28.3	39.8
167.0	0.0	8146.2	7386.2	5.5	15.2	24.1	52.4	167.0	0.0	404.9	387.6	7.1	19.9	28.3	39.8
168.0	0.0	7808.2	7388.7	5.5	17.8	27.3	44.0	168.0	0.0	388.0	387.6	6.6	21.0	30.4	37.7
169.0	0.0	8665.9	7396.2	5.2	13.1	24.1	37.7	169.0	0.0	432.3	387.9	6.8	15.7	26.2	32.5
170.0	0.0	8275.0	7401.4	5.2	15.7	25.2	62.9	170.0	0.0	427.0	388.1	7.3	18.9	35.7	62.9
171.0	0.0	8317.0	7406.8	5.2	14.7	23.1	39.8	171.0	0.0	471.8	388.6	7.1	17.8	24.1	28.3
172.0	0.0	7854.2	7409.4	5.5	15.7	27.3	83.9	172.0	0.0	431.1	388.8	6.6	17.8	27.3	48.2
173.0	0.0	7897.3	7412.2	5.5	15.7	28.3	75.5	173.0	0.0	419.7	389.0	7.1	17.8	24.1	29.4
174.0	0.0	7947.1	7415.2	5.5	15.7	27.3	56.6	174.0	0.0	389.2	389.0	7.9	18.9	28.3	33.6
175.0	0.0	7934.0	7418.2	5.5	16.3	27.3	46.1	175.0	0.0	435.1	389.3	6.6	17.8	28.3	41.9
176.0	0.0	8674.0	7425.3	5.5	12.6	21.0	37.7	176.0	0.0	470.0	389.7	6.8	15.7	23.1	37.7
177.0	0.0	8390.7	7430.8	5.5	13.6	24.1	48.2	177.0	0.0	450.9	390.1	7.3	17.8	35.7	41.9
178.0	0.0	7970.1	7433.8	5.5	15.7	27.3	48.2	178.0	0.0	409.9	390.2	7.3	21.0	31.5	50.3
179.0	0.0	8273.6	7438.5	5.5	14.7	22.0	37.7	179.0	0.0	479.3	390.7	7.1	17.8	27.3	30.4
180.0	0.0	8227.5	7442.9	5.5	14.7	25.2	39.8	180.0	0.0	424.9	390.9	7.3	17.8	28.3	35.7
181.0	0.0	8249.6	7447.4	5.2	14.7	23.1	41.9	181.0	0.0	448.0	391.2	7.1	17.8	27.3	35.7
182.0	0.0	8256.0	7451.8	5.5	14.7	24.1	41.9	182.0	0.0	435.1	391.4	7.3	17.8	26.2	28.3
183.0	0.0	8238.7	7456.1	5.5	14.7	24.1	39.8	183.0	0.0	412.8	391.6	6.8	15.2	19.9	28.3
184.0	0.0	8358.0	7461.0	5.2	14.7	27.3	41.9	184.0	0.0	414.9	391.7	6.8	15.7	31.5	37.7
185.0	0.0	8342.0	7465.8	5.2	14.7	24.1	44.0	185.0	0.0	461.9	392.1	7.1	15.7	33.6	41.9
186.0	0.0	8237.5	7469.9	5.2	15.2	26.2	48.2	186.0	0.0	434.1	392.3	6.6	16.3	26.2	35.7
187.0	0.0	7929.5	7472.4	5.5	16.8	29.4	44.0	187.0	0.0	416.1	392.4	6.8	17.8	28.3	39.8
188.0	0.0	8308.8	7476.9	5.2	14.7	24.1	44.0	188.0	0.0	440.6	392.7	6.8	17.8	30.4	37.7
189.0	0.0	8194.2	7480.6	5.5	15.2	24.1	39.8	189.0	0.0	420.5	392.8	6.8	21.0	26.2	30.4
190.0	0.0	8357.2	7485.2	5.2	14.2	24.1	37.7	190.0	0.0	434.0	393.0	6.8	21.0	29.4	33.6
191.0	0.0	8281.1	7489.4	5.2	15.7	25.2	39.8	191.0	0.0	421.1	393.2	7.1	21.0	29.4	32.5
192.0	0.0	8521.0	7494.8	5.2	13.6	23.1	44.0	192.0	0.0	453.9	393.5	6.6	14.2	29.4	35.7
193.0	0.0	8465.4	7499.8	5.2	14.2	23.1	48.2	193.0	0.0	439.0	393.7	6.6	14.7	25.2	31.5
194.0	0.0	7982.4	7502.3	5.5	16.3	27.3	48.2	194.0	0.0	413.0	393.8	7.1	18.9	31.5	44.0
195.0	0.0	8219.5	7506.0	5.2	15.2	25.2	44.0	195.0	0.0	440.0	394.1	7.3	17.8	29.4	41.9
196.0	0.0	8050.8	7508.7	5.5	15.7	25.2	48.2	196.0	0.0	419.0	394.2	7.3	16.8	26.2	35.7
197.0	0.0	8228.5	7512.4	5.2	14.7	27.3	50.3	197.0	0.0	430.7	394.4	6.8	17.8	29.4	37.7
198.0	0.0	8521.4	7517.6	5.2	13.1	25.2	48.2	198.0	0.0	477.5	394.8	6.6	16.8	26.2	39.8
199.0	0.0	8207.2	7521.0	5.2	15.7	27.3	46.1	199.0	0.0	414.8	394.9	7.1	16.3	25.2	48.2
200.0	0.0	8478.8	7525.8	5.2	14.2	23.1	39.8	200.0	0.0	452.8	395.2	6.6	15.7	23.1	26.2
201.0	0.0	7884.8	7527.5	5.5	16.3	26.2	44.0	201.0	0.0	413.3	395.3	7.3	22.0	31.5	39.8
202.0	0.0	8286.5	7531.3	5.2	14.7	25.2	41.9	202.0	0.0	440.8	395.5	7.1	18.9	26.2	29.4
203.0	0.0	8283.9	7535.0	5.5	14.2	24.1	50.3	203.0	0.0	461.2	395.8	6.8	15.2	24.1	30.4
204.0	0.0	8211.7	7538.3	5.2	15.2	26.2	41.9	204.0	0.0	423.9	396.0	7.1	16.8	28.3	37.7
205.0	0.0	8216.7	7541.7	5.5	14.7	26.2	46.1	205.0	0.0	450.3	396.2	7.1	16.8	26.2	58.7
206.0	0.0	8763.8	7547.6	5.2	12.6	23.1	41.9	206.0	0.0	468.7	396.6	7.1	16.3	26.2	35.7
207.0	0.0	7907.0	7549.3	5.2	16.3	32.5	83.9	207.0	0.0	395.0	396.6	6.8	15.2	30.4	41.9
