/Table/11/{1-2}, total_accesses=0, bumped_read=0, avg(spanlatch_wait)=0.015955, med(spanlatch_wait)=0.015955, max(spanlatch_wait)=0.015955, avg(txnqueue_wait)=nan, med(txnqueue_wait)=nan, max(txnqueue_wait)=nan
1, total_accesses=1, bumped_read=0,failed_accesses=0.0, uncommitted_intents=0.0, newer_committed_values=0.0, avg(spanlatch_wait)=12.046736000000001, med(spanlatch_wait)=8.816808, max(spanlatch_wait)=18.734214, avg(txnqueue_wait)=nan, med(txnqueue_wait)=nan, max(txnqueue_wait)=nan
6, total_accesses=19, bumped_read=0,failed_accesses=0.42105263157894735, uncommitted_intents=0.42105263157894735, newer_committed_values=0.0, avg(spanlatch_wait)=9.328807787234043, med(spanlatch_wait)=6.126287, max(spanlatch_wait)=113.091681, avg(txnqueue_wait)=75.69435166666666, med(txnqueue_wait)=50.770509999999994, max(txnqueue_wait)=558.260539
6, total_accesses=17, bumped_read=0,failed_accesses=0.29411764705882354, uncommitted_intents=0.23529411764705882, newer_committed_values=0.058823529411764705, avg(spanlatch_wait)=9.967459271186438, med(spanlatch_wait)=7.289075, max(spanlatch_wait)=51.327119, avg(txnqueue_wait)=42.78216416666667, med(txnqueue_wait)=50.7957945, max(txnqueue_wait)=51.497159
6, total_accesses=15, bumped_read=0,failed_accesses=0.4666666666666667, uncommitted_intents=0.3333333333333333, newer_committed_values=0.13333333333333333, avg(spanlatch_wait)=6.45498965, med(spanlatch_wait)=7.6068675, max(spanlatch_wait)=18.919741, avg(txnqueue_wait)=5.995726833333333, med(txnqueue_wait)=2.627107, max(txnqueue_wait)=24.23085
66, total_accesses=1, bumped_read=0,failed_accesses=0.0, uncommitted_intents=0.0, newer_committed_values=0.0, avg(spanlatch_wait)=7.243780999999999, med(spanlatch_wait)=8.039418, max(spanlatch_wait)=8.511623, avg(txnqueue_wait)=117.32480663157895, med(txnqueue_wait)=50.999346, max(txnqueue_wait)=903.941977
66, total_accesses=2, bumped_read=0,failed_accesses=0.0, uncommitted_intents=0.0, newer_committed_values=0.0, avg(spanlatch_wait)=14.148512375, med(spanlatch_wait)=7.0066065, max(spanlatch_wait)=71.404385, avg(txnqueue_wait)=nan, med(txnqueue_wait)=nan, max(txnqueue_wait)=nan
66, total_accesses=1, bumped_read=0,failed_accesses=0.0, uncommitted_intents=0.0, newer_committed_values=0.0, avg(spanlatch_wait)=6.944732, med(spanlatch_wait)=5.655604, max(spanlatch_wait)=16.43378, avg(txnqueue_wait)=nan, med(txnqueue_wait)=nan, max(txnqueue_wait)=nan
66, total_accesses=1, bumped_read=0,failed_accesses=0.0, uncommitted_intents=0.0, newer_committed_values=0.0, avg(spanlatch_wait)=8.073801, med(spanlatch_wait)=7.225027, max(spanlatch_wait)=10.348599, avg(txnqueue_wait)=nan, med(txnqueue_wait)=nan, max(txnqueue_wait)=nan
153, total_accesses=1, bumped_read=0,failed_accesses=0.0, uncommitted_intents=0.0, newer_committed_values=0.0, avg(spanlatch_wait)=10.784344333333335, med(spanlatch_wait)=8.804551, max(spanlatch_wait)=16.49254, avg(txnqueue_wait)=71.89711159090909, med(txnqueue_wait)=50.812732, max(txnqueue_wait)=608.717558
153, total_accesses=0, bumped_read=0, avg(spanlatch_wait)=nan, med(spanlatch_wait)=nan, max(spanlatch_wait)=nan, avg(txnqueue_wait)=nan, med(txnqueue_wait)=nan, max(txnqueue_wait)=nan
153, total_accesses=0, bumped_read=0, avg(spanlatch_wait)=nan, med(spanlatch_wait)=nan, max(spanlatch_wait)=nan, avg(txnqueue_wait)=nan, med(txnqueue_wait)=nan, max(txnqueue_wait)=nan
